X0 X1 X2
X2723 99 111
X2724 100 111
X2725 116 119
X2726 118 127
X2727 107 110
X2728 122 130
X2729 122 135
X2730 131 136
X2731 114 123
X2732 132 139
X2733 123 130
X2734 129 143
X2735 102 106
X2736 102 109
X2737 112 128
X2738 116 126
X2739 119 128
X2740 122 125
X2741 127 133
X2742 143 153
X2743 112 117
X2744 121 140
X2745 124 127
X2746 128 148
X2747 130 149
X2748 150 155
X2749 141 154
X2750 154 156
X2751 112 113
X2752 116 122
X2753 110 127
X2754 131 134
X2755 107 120
X2756 115 133
X2757 122 134
X2758 131 132
X2759 101 117
X2760 117 132
X2761 131 132
X2762 131 143
X2763 122 133
X2764 137 152
X2765 133 148
X2766 147 152
X2767 111 124
X2768 130 135
X2769 128 144
X2770 126 146
X2771 127 141
X2772 134 134
X2773 131 135
X2774 140 154
X2775 130 133
X2776 126 143
X2777 123 144
X2778 129 140
X2779 134 154
X2780 143 165
X2781 154 156
X2782 157 167
X2783 120 125
X2784 129 131
X2785 118 130
X2786 137 145
X2787 122 133
X2788 145 149
X2789 137 138
X2790 142 151
X2791 115 130
X2792 132 139
X2793 122 122
X2794 136 147
X2795 120 130
X2796 143 143
X2797 139 149
X2798 147 153
X2799 125 125
X2800 133 154
X2801 124 143
X2802 138 158
X2803 130 134
X2804 127 143
X2805 133 154
X2806 157 166
X2807 130 133
X2808 132 135
X2809 136 156
X2810 156 166
X2811 126 142
X2812 140 149
X2813 146 154
X2814 171 171
X2815 94 98
X2816 98 100
X2817 105 115
X2818 110 122
X2819 98 111
X2820 100 110
X2821 102 118
X2822 106 116
X2823 105 107
X2824 111 118
X2825 105 118
X2826 114 127
X2827 105 110
X2828 120 121
X2829 128 132
X2830 125 145
X2831 99 116
X2832 104 118
X2833 104 116
X2834 122 124
X2835 119 129
X2836 116 135
X2837 112 130
X2838 128 139
X2839 116 123
X2840 118 128
X2841 123 130
X2842 122 134
X2843 130 141
X2844 133 147
X2845 126 131
X2846 141 153
X2847 101 104
X2848 101 113
X2849 100 104
X2850 99 116
X2851 94 110
X2852 102 110
X2853 112 122
X2854 115 129
X2855 114 117
X2856 113 120
X2857 107 120
X2858 126 129
X2859 117 129
X2860 128 132
X2861 133 144
X2862 138 157
X2863 100 106
X2864 110 125
X2865 114 122
X2866 121 125
X2867 126 127
X2868 126 133
X2869 127 130
X2870 136 153
X2871 107 120
X2872 127 134
X2873 118 135
X2874 145 150
X2875 130 137
X2876 145 158
X2877 139 162
X2878 156 162
X2879 101 105
X2880 105 118
X2881 109 117
X2882 112 124
X2883 103 104
X2884 113 114
X2885 112 130
X2886 128 133
X2887 102 117
X2888 110 113
X2889 114 130
X2890 124 130
X2891 131 137
X2892 133 136
X2893 125 144
X2894 136 138
X2895 110 128
X2896 118 129
X2897 111 128
X2898 127 144
X2899 109 114
X2900 121 131
X2901 122 130
X2902 134 152
X2903 109 120
X2904 126 129
X2905 116 135
X2906 128 141
X2907 120 141
X2908 135 148
X2909 131 140
X2910 153 162
X2911 100 112
X2912 113 132
X2913 115 126
X2914 133 135
X2915 114 126
X2916 120 132
X2917 121 126
X2918 120 129
X2919 117 119
X2920 121 137
X2921 141 141
X2922 141 146
X2923 121 140
X2924 139 155
X2925 139 140
X2926 137 148
X2927 114 127
X2928 118 128
X2929 120 130
X2930 132 150
X2931 132 132
X2932 135 142
X2933 139 161
X2934 149 161
X2935 121 130
X2936 137 152
X2937 140 153
X2938 157 179
X2939 144 165
X2940 161 163
X2941 168 194
X2942 181 186
X2943 92 101
X2944 104 107
X2945 105 111
X2946 114 120
X2947 103 114
X2948 112 125
X2949 118 127
X2950 124 132
X2951 109 122
X2952 112 119
X2953 122 122
X2954 119 136
X2955 125 135
X2956 135 135
X2957 129 136
X2958 136 153
X2959 111 115
X2960 130 130
X2961 119 122
X2962 132 136
X2963 116 130
X2964 117 135
X2965 115 125
X2966 133 140
X2967 114 123
X2968 131 142
X2969 131 150
X2970 149 159
X2971 131 150
X2972 136 155
X2973 139 158
X2974 152 173
X2975 101 102
X2976 105 120
X2977 107 120
X2978 113 122
X2979 106 123
X2980 128 135
X2981 111 128
X2982 126 128
X2983 108 119
X2984 119 131
X2985 114 119
X2986 122 139
X2987 114 124
X2988 111 128
X2989 125 126
X2990 123 137
X2991 102 115
X2992 113 122
X2993 121 138
X2994 123 139
X2995 123 127
X2996 144 144
X2997 131 138
X2998 146 163
X2999 117 132
X3000 140 145
X3001 147 147
X3002 153 176
X3003 133 134
X3004 142 163
X3005 160 164
X3006 154 170
X3007 104 118
X3008 111 115
X3009 108 113
X3010 106 123
X3011 112 119
X3012 118 132
X3013 113 128
X3014 123 140
X3015 104 113
X3016 125 127
X3017 122 123
X3018 125 135
X3019 117 125
X3020 123 136
X3021 137 146
X3022 143 154
X3023 100 117
X3024 123 129
X3025 127 138
X3026 129 144
X3027 112 124
X3028 115 129
X3029 129 135
X3030 137 140
X3031 118 121
X3032 123 138
X3033 118 131
X3034 129 138
X3035 121 140
X3036 130 149
X3037 134 146
X3038 152 162
X3039 98 106
X3040 113 123
X3041 108 125
X3042 128 134
X3043 121 133
X3044 124 142
X3045 134 142
X3046 148 151
X3047 118 120
X3048 126 141
X3049 130 131
X3050 135 155
X3051 129 133
X3052 123 143
X3053 125 133
X3054 142 145
X3055 102 110
X3056 116 131
X3057 112 131
X3058 121 139
X3059 113 118
X3060 124 127
X3061 117 132
X3062 134 155
X3063 130 135
X3064 145 147
X3065 132 141
X3066 138 160
X3067 129 143
X3068 136 139
X3069 156 159
X3070 161 162
X3071 88 90
X3072 94 97
X3073 98 108
X3074 100 116
X3075 96 109
X3076 96 110
X3077 104 106
X3078 115 129
X3079 100 103
X3080 105 114
X3081 91 106
X3082 112 114
X3083 108 113
X3084 121 132
X3085 115 123
X3086 122 135
X3087 95 101
X3088 105 121
X3089 104 104
X3090 114 124
X3091 101 104
X3092 101 116
X3093 116 118
X3094 120 137
X3095 93 103
X3096 111 111
X3097 115 123
X3098 120 131
X3099 101 109
X3100 120 120
X3101 113 125
X3102 125 125
X3103 110 110
X3104 112 125
X3105 110 111
X3106 120 122
X3107 101 117
X3108 103 116
X3109 106 123
X3110 123 143
X3111 103 103
X3112 103 119
X3113 106 113
X3114 109 116
X3115 111 120
X3116 130 131
X3117 131 132
X3118 131 136
X3119 101 113
X3120 111 116
X3121 113 122
X3122 122 125
X3123 107 116
X3124 125 126
X3125 127 135
X3126 137 143
X3127 104 108
X3128 112 130
X3129 109 128
X3130 123 138
X3131 109 113
X3132 122 123
X3133 118 136
X3134 130 151
X3135 92 105
X3136 106 119
X3137 103 114
X3138 115 128
X3139 108 108
X3140 115 120
X3141 111 122
X3142 117 117
X3143 104 113
X3144 107 112
X3145 98 112
X3146 117 125
X3147 119 122
X3148 125 130
X3149 128 134
X3150 128 137
X3151 108 122
X3152 115 121
X3153 120 137
X3154 129 146
X3155 109 112
X3156 116 125
X3157 120 138
X3158 138 142
X3159 111 120
X3160 120 138
X3161 127 138
X3162 135 139
X3163 127 128
X3164 127 140
X3165 148 150
X3166 148 152
X3167 102 107
X3168 98 112
X3169 110 118
X3170 118 122
X3171 98 112
X3172 117 125
X3173 129 131
X3174 124 141
X3175 121 128
X3176 128 129
X3177 130 133
X3178 134 136
X3179 122 126
X3180 125 130
X3181 122 143
X3182 136 145
X3183 97 106
X3184 104 114
X3185 107 114
X3186 116 131
X3187 103 108
X3188 118 121
X3189 124 125
X3190 128 141
X3191 118 125
X3192 123 131
X3193 125 137
X3194 127 139
X3195 120 135
X3196 136 147
X3197 124 143
X3198 129 143
X3199 84 84
X3200 91 93
X3201 88 97
X3202 106 107
X3203 83 94
X3204 99 104
X3205 90 93
X3206 98 102
X3207 90 99
X3208 97 104
X3209 103 115
X3210 115 116
X3211 109 112
X3212 112 120
X3213 113 113
X3214 126 126
X3215 94 97
X3216 93 105
X3217 93 105
X3218 100 115
X3219 105 109
X3220 106 116
X3221 114 118
X3222 120 122
X3223 96 100
X3224 110 113
X3225 99 116
X3226 124 128
X3227 95 104
X3228 111 111
X3229 112 113
X3230 124 128
X3231 90 101
X3232 101 117
X3233 93 107
X3234 107 124
X3235 92 94
X3236 107 109
X3237 98 112
X3238 117 119
X3239 98 103
X3240 116 118
X3241 112 120
X3242 123 129
X3243 105 113
X3244 107 116
X3245 116 121
X3246 132 143
X3247 97 111
X3248 106 123
X3249 112 117
X3250 116 121
X3251 115 124
X3252 119 126
X3253 125 128
X3254 136 153
X3255 113 119
X3256 117 135
X3257 130 148
X3258 135 144
X3259 127 145
X3260 147 167
X3261 142 150
X3262 148 166
X3263 102 114
X3264 114 124
X3265 107 121
X3266 124 135
X3267 119 132
X3268 119 133
X3269 122 124
X3270 121 140
X3271 111 126
X3272 128 139
X3273 125 133
X3274 134 136
X3275 113 127
X3276 130 138
X3277 119 132
X3278 137 145
X3279 115 122
X3280 128 133
X3281 125 125
X3282 126 141
X3283 114 133
X3284 123 127
X3285 133 149
X3286 140 142
X3287 115 122
X3288 126 126
X3289 121 138
X3290 129 133
X3291 123 128
X3292 136 151
X3293 129 152
X3294 152 168
X3295 108 113
X3296 120 122
X3297 121 130
X3298 127 131
X3299 109 112
X3300 120 134
X3301 120 134
X3302 136 159
X3303 125 135
X3304 132 148
X3305 125 144
X3306 133 152
X3307 118 130
X3308 137 152
X3309 139 145
X3310 136 158
X3311 110 117
X3312 124 131
X3313 116 126
X3314 120 134
X3315 119 123
X3316 119 134
X3317 121 137
X3318 151 151
X3319 125 132
X3320 130 151
X3321 138 148
X3322 146 154
X3323 144 150
X3324 159 159
X3325 150 160
X3326 155 175
X3327 111 116
X3328 110 117
X3329 104 119
X3330 120 132
X3331 107 121
X3332 118 120
X3333 121 139
X3334 133 134
X3335 107 108
X3336 108 125
X3337 115 120
X3338 126 138
X3339 117 135
X3340 128 146
X3341 137 138
X3342 132 155
X3343 117 122
X3344 127 139
X3345 120 123
X3346 135 145
X3347 120 126
X3348 139 139
X3349 128 139
X3350 147 152
X3351 115 134
X3352 130 145
X3353 127 131
X3354 140 144
X3355 137 139
X3356 150 166
X3357 134 150
X3358 147 170
X3359 106 120
X3360 118 122
X3361 119 127
X3362 135 136
X3363 112 127
X3364 121 125
X3365 126 133
X3366 129 130
X3367 130 130
X3368 147 149
X3369 128 139
X3370 142 147
X3371 124 134
X3372 144 152
X3373 154 168
X3374 159 165
X3375 124 124
X3376 132 153
X3377 130 137
X3378 144 153
X3379 135 139
X3380 150 156
X3381 141 165
X3382 144 167
X3383 127 134
X3384 133 133
X3385 119 132
X3386 143 146
X3387 139 162
X3388 141 161
X3389 153 155
X3390 155 167
X3391 100 114
X3392 114 115
X3393 106 123
X3394 124 125
X3395 120 137
X3396 123 134
X3397 123 132
X3398 136 137
X3399 127 135
X3400 147 153
X3401 134 134
X3402 145 160
X3403 141 144
X3404 143 144
X3405 136 146
X3406 143 152
X3407 102 111
X3408 118 119
X3409 118 120
X3410 123 141
X3411 119 128
X3412 134 153
X3413 121 139
X3414 133 145
X3415 129 144
X3416 134 144
X3417 132 149
X3418 148 160
X3419 122 140
X3420 144 156
X3421 156 166
X3422 157 170
X3423 108 126
X3424 116 119
X3425 133 136
X3426 130 141
X3427 134 140
X3428 132 154
X3429 143 150
X3430 138 159
X3431 114 129
X3432 133 135
X3433 125 145
X3434 136 148
X3435 137 148
X3436 134 154
X3437 153 166
X3438 158 180
X3439 122 131
X3440 123 140
X3441 123 132
X3442 139 143
X3443 137 138
X3444 134 155
X3445 138 154
X3446 155 169
X3447 134 135
X3448 140 161
X3449 146 149
X3450 146 166
X3451 138 157
X3452 152 154
X3453 152 167
X3454 161 177
X3455 96 98
X3456 102 113
X3457 111 114
X3458 121 129
X3459 103 117
X3460 117 124
X3461 113 129
X3462 129 134
X3463 106 124
X3464 119 126
X3465 108 119
X3466 117 132
X3467 121 138
X3468 125 136
X3469 140 145
X3470 144 157
X3471 108 109
X3472 104 117
X3473 111 122
X3474 113 120
X3475 102 114
X3476 118 125
X3477 106 123
X3478 121 124
X3479 106 116
X3480 115 122
X3481 123 139
X3482 128 141
X3483 131 133
X3484 132 146
X3485 132 152
X3486 138 152
X3487 115 128
X3488 116 129
X3489 129 129
X3490 129 144
X3491 111 113
X3492 126 134
X3493 131 134
X3494 138 155
X3495 127 135
X3496 131 137
X3497 131 133
X3498 150 158
X3499 151 160
X3500 156 167
X3501 140 158
X3502 170 177
X3503 119 135
X3504 119 140
X3505 119 127
X3506 130 147
X3507 129 130
X3508 137 146
X3509 142 161
X3510 151 167
X3511 126 127
X3512 135 137
X3513 130 149
X3514 137 154
X3515 134 154
X3516 144 154
X3517 158 159
X3518 154 166
X3519 103 118
X3520 115 131
X3521 108 115
X3522 118 126
X3523 104 116
X3524 107 124
X3525 114 116
X3526 119 134
X3527 107 120
X3528 130 131
X3529 117 134
X3530 120 138
X3531 111 115
X3532 122 137
X3533 128 142
X3534 145 153
X3535 121 122
X3536 130 133
X3537 142 143
X3538 138 161
X3539 132 150
X3540 141 151
X3541 135 152
X3542 146 164
X3543 124 125
X3544 126 134
X3545 134 147
X3546 139 144
X3547 142 153
X3548 145 170
X3549 144 149
X3550 154 170
X3551 127 132
X3552 140 151
X3553 129 149
X3554 129 149
X3555 136 145
X3556 137 152
X3557 134 152
X3558 143 165
X3559 122 124
X3560 141 146
X3561 143 148
X3562 151 160
X3563 142 145
X3564 136 159
X3565 135 155
X3566 153 166
X3567 132 145
X3568 143 159
X3569 150 153
X3570 149 158
X3571 147 155
X3572 160 162
X3573 166 187
X3574 175 194
X3575 137 147
X3576 142 156
X3577 151 175
X3578 162 175
X3579 170 186
X3580 175 190
X3581 182 182
X3582 175 191
X3583 91 101
X3584 103 117
X3585 107 121
X3586 113 118
X3587 102 104
X3588 110 110
X3589 111 114
X3590 130 131
X3591 103 105
X3592 112 116
X3593 109 111
X3594 117 121
X3595 107 123
X3596 124 137
X3597 117 136
X3598 126 139
X3599 104 117
X3600 108 121
X3601 121 126
X3602 124 127
X3603 111 112
X3604 117 121
X3605 119 119
X3606 118 133
X3607 131 132
X3608 125 138
X3609 133 135
X3610 138 145
X3611 127 141
X3612 134 140
X3613 131 149
X3614 143 152
X3615 109 118
X3616 111 118
X3617 112 128
X3618 121 128
X3619 116 116
X3620 121 130
X3621 118 137
X3622 139 141
X3623 112 124
X3624 135 138
X3625 114 130
X3626 125 141
X3627 131 137
X3628 129 141
X3629 139 142
X3630 137 159
X3631 105 118
X3632 113 119
X3633 120 121
X3634 137 137
X3635 120 124
X3636 141 144
X3637 126 130
X3638 132 147
X3639 121 126
X3640 129 129
X3641 135 149
X3642 141 145
X3643 130 137
X3644 138 144
X3645 143 165
X3646 145 165
X3647 108 117
X3648 119 119
X3649 111 124
X3650 126 141
X3651 111 119
X3652 119 131
X3653 129 136
X3654 137 138
X3655 123 124
X3656 133 148
X3657 127 129
X3658 133 146
X3659 130 136
X3660 143 156
X3661 150 169
X3662 167 169
X3663 113 119
X3664 121 131
X3665 126 136
X3666 137 155
X3667 123 126
X3668 125 138
X3669 132 144
X3670 147 150
X3671 113 120
X3672 130 141
X3673 119 136
X3674 131 147
X3675 131 131
X3676 142 162
X3677 127 141
X3678 154 159
X3679 117 131
X3680 136 141
X3681 127 139
X3682 145 155
X3683 121 126
X3684 142 144
X3685 132 139
X3686 141 158
X3687 122 133
X3688 130 136
X3689 127 145
X3690 142 148
X3691 136 150
X3692 159 161
X3693 152 155
X3694 162 171
X3695 127 128
X3696 140 144
X3697 137 140
X3698 144 151
X3699 123 130
X3700 144 152
X3701 155 162
X3702 155 162
X3703 116 124
X3704 130 151
X3705 132 143
X3706 141 147
X3707 129 134
X3708 151 156
X3709 149 163
X3710 160 175
X3711 96 104
X3712 103 110
X3713 107 112
X3714 106 120
X3715 108 108
X3716 122 123
X3717 114 120
X3718 125 129
X3719 104 105
X3720 119 122
X3721 110 117
X3722 120 128
X3723 115 116
X3724 126 133
X3725 121 129
X3726 124 133
X3727 108 115
X3728 111 114
X3729 114 117
X3730 120 131
X3731 111 119
X3732 127 135
X3733 120 130
X3734 136 154
X3735 117 123
X3736 117 132
X3737 124 144
X3738 132 144
X3739 131 145
X3740 136 150
X3741 140 152
X3742 156 157
X3743 111 119
X3744 110 124
X3745 117 131
X3746 128 140
X3747 123 123
X3748 134 153
X3749 141 156
X3750 151 153
X3751 123 131
X3752 124 134
X3753 141 142
X3754 135 155
X3755 117 135
X3756 131 148
X3757 136 138
X3758 152 161
X3759 126 143
X3760 132 139
X3761 131 141
X3762 157 160
X3763 135 136
X3764 134 148
X3765 153 160
X3766 156 176
X3767 141 147
X3768 167 170
X3769 153 153
X3770 168 188
X3771 142 156
X3772 159 183
X3773 159 161
X3774 162 180
X3775 115 134
X3776 139 149
X3777 136 147
X3778 151 164
X3779 138 147
X3780 137 149
X3781 148 153
X3782 143 162
X3783 122 142
X3784 143 146
X3785 143 155
X3786 156 156
X3787 145 145
X3788 161 175
X3789 154 155
X3790 164 189
X3791 130 144
X3792 141 159
X3793 138 152
X3794 164 171
X3795 143 147
X3796 142 155
X3797 164 170
X3798 156 181
X3799 146 158
X3800 154 163
X3801 148 156
X3802 165 166
X3803 149 163
X3804 155 169
X3805 164 173
X3806 183 200
X3807 123 138
X3808 142 157
X3809 139 145
X3810 135 153
X3811 128 146
X3812 138 154
X3813 127 145
X3814 143 160
X3815 136 153
X3816 143 152
X3817 137 158
X3818 150 158
X3819 150 152
X3820 163 165
X3821 154 168
X3822 162 166
X3823 122 140
X3824 148 151
X3825 137 160
X3826 154 174
X3827 138 152
X3828 141 153
X3829 154 165
X3830 161 167
X3831 153 158
X3832 152 165
X3833 151 168
X3834 159 175
X3835 146 166
X3836 175 186
X3837 184 192
X3838 174 203
X3839 101 113
X3840 116 130
X3841 114 124
X3842 115 130
X3843 121 123
X3844 119 128
X3845 125 137
X3846 137 149
X3847 123 132
X3848 127 140
X3849 122 141
X3850 135 148
X3851 124 125
X3852 123 138
X3853 122 139
X3854 141 163
X3855 121 126
X3856 129 131
X3857 126 146
X3858 145 152
X3859 142 148
X3860 145 153
X3861 149 173
X3862 157 180
X3863 126 135
X3864 142 151
X3865 139 154
X3866 142 161
X3867 151 152
X3868 150 160
X3869 134 155
X3870 157 175
X3871 102 106
X3872 115 122
X3873 118 119
X3874 133 135
X3875 124 133
X3876 143 144
X3877 133 138
X3878 138 142
X3879 113 123
X3880 135 137
X3881 134 147
X3882 144 154
X3883 126 147
X3884 131 146
X3885 128 134
X3886 148 148
X3887 123 132
X3888 140 151
X3889 146 170
X3890 159 164
X3891 126 135
X3892 140 159
X3893 149 166
X3894 167 167
X3895 131 142
X3896 149 163
X3897 152 156
X3898 157 168
X3899 147 151
X3900 150 153
X3901 138 161
X3902 162 181
X3903 108 115
X3904 120 120
X3905 122 139
X3906 130 150
X3907 119 120
X3908 120 137
X3909 125 134
X3910 141 152
X3911 135 141
X3912 133 143
X3913 127 134
X3914 135 156
X3915 129 130
X3916 145 148
X3917 125 144
X3918 142 147
X3919 106 116
X3920 124 133
X3921 115 130
X3922 134 143
X3923 129 133
X3924 140 144
X3925 128 146
X3926 137 137
X3927 123 136
X3928 142 150
X3929 149 155
X3930 154 161
X3931 136 154
X3932 153 158
X3933 161 173
X3934 174 174
X3935 116 124
X3936 129 133
X3937 127 131
X3938 133 140
X3939 137 153
X3940 143 161
X3941 141 145
X3942 153 172
X3943 124 140
X3944 131 139
X3945 129 135
X3946 135 152
X3947 143 163
X3948 148 171
X3949 155 161
X3950 150 166
X3951 129 149
X3952 144 161
X3953 133 156
X3954 149 159
X3955 138 151
X3956 151 163
X3957 138 158
X3958 158 181
X3959 128 141
X3960 136 144
X3961 140 154
X3962 165 180
X3963 144 163
X3964 163 182
X3965 174 178
X3966 180 190
X3967 123 128
X3968 133 148
X3969 127 144
X3970 130 150
X3971 127 143
X3972 143 153
X3973 135 136
X3974 142 159
X3975 146 155
X3976 143 163
X3977 145 149
X3978 163 169
X3979 133 154
X3980 149 165
X3981 149 167
X3982 166 191
X3983 128 150
X3984 153 164
X3985 141 156
X3986 140 160
X3987 153 156
X3988 162 165
X3989 158 170
X3990 157 175
X3991 127 143
X3992 139 146
X3993 150 155
X3994 162 170
X3995 150 167
X3996 158 164
X3997 166 178
X3998 171 193
X3999 115 121
X4000 128 129
X4001 125 143
X4002 140 152
X4003 138 153
X4004 154 159
X4005 142 145
X4006 154 173
X4007 140 150
X4008 142 154
X4009 155 160
X4010 155 168
X4011 150 158
X4012 166 187
X4013 178 187
X4014 176 199
X4015 133 148
X4016 144 151
X4017 145 162
X4018 148 172
X4019 157 168
X4020 158 185
X4021 160 174
X4022 187 199
X4023 148 164
X4024 163 186
X4025 170 178
X4026 188 219
X4027 163 167
X4028 183 198
X4029 191 197
X4030 216 223
X4031 113 128
X4032 126 141
X4033 129 140
X4034 157 157
X4035 144 158
X4036 142 165
X4037 145 161
X4038 165 169
X4039 140 161
X4040 148 153
X4041 138 149
X4042 160 171
X4043 150 175
X4044 157 168
X4045 162 172
X4046 173 193
X4047 137 154
X4048 153 170
X4049 157 170
X4050 162 185
X4051 152 156
X4052 168 180
X4053 157 176
X4054 164 176
X4055 154 171
X4056 166 181
X4057 177 196
X4058 185 207
X4059 165 172
X4060 185 200
X4061 187 197
X4062 215 219
X4063 135 143
X4064 140 156
X4065 148 158
X4066 160 176
X4067 134 140
X4068 154 162
X4069 144 155
X4070 154 177
X4071 142 161
X4072 158 162
X4073 164 187
X4074 186 187
X4075 173 191
X4076 177 202
X4077 166 191
X4078 186 209
X4079 146 154
X4080 155 156
X4081 146 160
X4082 167 176
X4083 163 164
X4084 164 176
X4085 180 186
X4086 196 212
X4087 142 161
X4088 171 174
X4089 158 179
X4090 181 187
X4091 158 171
X4092 175 186
X4093 176 180
X4094 190 203
